student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0073,Margaret Hardin,9,9,Male,"['Entrepreneur', 'Data Scientist', 'Scientist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",63,"{'Math': 66, 'Science': 99, 'English': 94, 'Social Science': 65, 'Computer Science': 83, 'Economics': 57, 'History': 81}","['Artist', 'Pilot', 'Lawyer', 'Scientist', 'Entrepreneur']",0.82,T008,P0073,Normal
S0074,Jerry Parker,10,5,Female,['Entrepreneur'],"['Computer Science', 'Social Science', 'Economics']","['Science', 'Math', 'History', 'English']",91,"{'Math': 73, 'Science': 79, 'English': 87, 'Social Science': 88, 'Computer Science': 81, 'Economics': 65, 'History': 67}","['Teacher', 'Data Scientist', 'Lawyer', 'Doctor', 'Entrepreneur']",0.58,T012,P0074,Normal
S0075,Mark Martinez,9,9,Male,"['Engineer', 'Data Scientist']","['Social Science', 'Computer Science']","['Math', 'Science', 'English', 'Economics', 'History']",66,"{'Math': 64, 'Science': 82, 'English': 60, 'Social Science': 69, 'Computer Science': 83, 'Economics': 77, 'History': 56}","['Doctor', 'Scientist', 'Entrepreneur', 'Engineer', 'Artist']",0.99,T012,P0075,Normal
S0076,Brittany Gordon,10,1,Female,['Entrepreneur'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",68,"{'Math': 57, 'Science': 73, 'English': 85, 'Social Science': 99, 'Computer Science': 63, 'Economics': 100, 'History': 85}","['Teacher', 'Doctor', 'Engineer', 'Writer', 'Data Scientist']",0.37,T005,P0076,At Risk
S0077,Jasmine Nelson,12,2,Female,['Lawyer'],['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",93,"{'Math': 70, 'Science': 81, 'English': 95, 'Social Science': 94, 'Computer Science': 84, 'Economics': 59, 'History': 62}","['Pilot', 'Writer', 'Doctor', 'Entrepreneur', 'Lawyer']",0.65,T023,P0077,Normal
S0078,April Chase,10,5,Female,['Teacher'],"['Science', 'Computer Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",44,"{'Math': 81, 'Science': 66, 'English': 97, 'Social Science': 97, 'Computer Science': 60, 'Economics': 88, 'History': 78}","['Writer', 'Teacher', 'Doctor', 'Artist', 'Scientist']",0.23,T013,P0078,At Risk
S0079,George Hill,11,5,Male,"['Engineer', 'Entrepreneur']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",62,"{'Math': 97, 'Science': 95, 'English': 61, 'Social Science': 92, 'Computer Science': 76, 'Economics': 63, 'History': 57}","['Writer', 'Entrepreneur', 'Data Scientist', 'Scientist', 'Teacher']",0.57,T023,P0079,Normal
S0080,Jeremy Maxwell,12,3,Male,['Pilot'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",65,"{'Math': 67, 'Science': 57, 'English': 67, 'Social Science': 57, 'Computer Science': 75, 'Economics': 74, 'History': 87}","['Writer', 'Pilot', 'Lawyer', 'Doctor', 'Entrepreneur']",0.35,T012,P0080,At Risk
S0081,Erik Cook,9,6,Female,['Entrepreneur'],"['Social Science', 'Economics']","['Math', 'Science', 'English', 'Computer Science', 'History']",63,"{'Math': 83, 'Science': 79, 'English': 76, 'Social Science': 66, 'Computer Science': 86, 'Economics': 99, 'History': 86}","['Writer', 'Lawyer', 'Engineer', 'Entrepreneur', 'Artist']",0.26,T020,P0081,At Risk
S0082,Courtney Leonard,10,9,Female,"['Engineer', 'Teacher']","['Economics', 'English']","['Math', 'Science', 'Social Science', 'Computer Science', 'History']",68,"{'Math': 74, 'Science': 83, 'English': 93, 'Social Science': 100, 'Computer Science': 82, 'Economics': 65, 'History': 99}","['Entrepreneur', 'Pilot', 'Doctor', 'Teacher', 'Data Scientist']",0.69,T014,P0082,Normal
S0083,John Hernandez,11,1,Male,"['Scientist', 'Entrepreneur', 'Data Scientist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",89,"{'Math': 93, 'Science': 98, 'English': 83, 'Social Science': 57, 'Computer Science': 63, 'Economics': 59, 'History': 70}","['Entrepreneur', 'Teacher', 'Scientist', 'Lawyer', 'Doctor']",0.68,T022,P0083,Normal
S0084,Jaclyn Arellano,12,6,Female,"['Engineer', 'Data Scientist']","['English', 'Social Science', 'History']","['Economics', 'Math', 'Computer Science', 'Science']",73,"{'Math': 96, 'Science': 72, 'English': 70, 'Social Science': 62, 'Computer Science': 56, 'Economics': 66, 'History': 86}","['Scientist', 'Writer', 'Engineer', 'Data Scientist', 'Teacher']",0.76,T007,P0084,Normal
S0085,Tracy Coleman,11,8,Male,['Data Scientist'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",62,"{'Math': 66, 'Science': 100, 'English': 83, 'Social Science': 60, 'Computer Science': 98, 'Economics': 75, 'History': 97}","['Engineer', 'Writer', 'Lawyer', 'Data Scientist', 'Teacher']",0.76,T030,P0085,Normal
S0086,Jasmine Crawford,10,6,Male,['Artist'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",91,"{'Math': 86, 'Science': 56, 'English': 78, 'Social Science': 90, 'Computer Science': 91, 'Economics': 78, 'History': 84}","['Writer', 'Data Scientist', 'Engineer', 'Doctor', 'Teacher']",0.51,T023,P0086,Normal
S0087,Jennifer Davis,12,9,Female,"['Teacher', 'Engineer']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",48,"{'Math': 96, 'Science': 59, 'English': 83, 'Social Science': 84, 'Computer Science': 98, 'Economics': 88, 'History': 77}","['Writer', 'Data Scientist', 'Teacher', 'Artist', 'Lawyer']",0.92,T002,P0087,At Risk
S0088,Mary Martin,9,9,Male,"['Data Scientist', 'Teacher']","['Economics', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",75,"{'Math': 77, 'Science': 88, 'English': 73, 'Social Science': 60, 'Computer Science': 71, 'Economics': 67, 'History': 95}","['Lawyer', 'Data Scientist', 'Teacher', 'Pilot', 'Scientist']",0.27,T021,P0088,At Risk
S0089,Chad Oliver,10,10,Male,['Teacher'],"['Computer Science', 'English', 'History']","['Economics', 'Social Science', 'Math', 'Science']",81,"{'Math': 57, 'Science': 56, 'English': 60, 'Social Science': 57, 'Computer Science': 96, 'Economics': 91, 'History': 71}","['Artist', 'Scientist', 'Doctor', 'Teacher', 'Entrepreneur']",0.63,T021,P0089,Normal
S0090,Michael Park,11,8,Male,"['Scientist', 'Lawyer', 'Pilot']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",61,"{'Math': 58, 'Science': 65, 'English': 83, 'Social Science': 81, 'Computer Science': 85, 'Economics': 84, 'History': 68}","['Teacher', 'Data Scientist', 'Entrepreneur', 'Scientist', 'Pilot']",0.45,T028,P0090,At Risk
S0091,Christina Farmer,11,7,Male,"['Writer', 'Teacher']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",46,"{'Math': 70, 'Science': 84, 'English': 62, 'Social Science': 72, 'Computer Science': 83, 'Economics': 70, 'History': 64}","['Doctor', 'Lawyer', 'Scientist', 'Pilot', 'Writer']",0.53,T028,P0091,At Risk
S0092,Catherine Clark,10,6,Female,['Data Scientist'],"['Computer Science', 'Social Science']","['Math', 'Science', 'English', 'Economics', 'History']",69,"{'Math': 86, 'Science': 74, 'English': 86, 'Social Science': 56, 'Computer Science': 60, 'Economics': 80, 'History': 87}","['Artist', 'Teacher', 'Entrepreneur', 'Doctor', 'Scientist']",0.42,T020,P0092,At Risk
S0093,Erika Cook,12,5,Male,['Scientist'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",75,"{'Math': 78, 'Science': 80, 'English': 78, 'Social Science': 57, 'Computer Science': 80, 'Economics': 58, 'History': 91}","['Artist', 'Entrepreneur', 'Lawyer', 'Doctor', 'Teacher']",0.6,T025,P0093,Normal
S0094,Joseph Spears,11,10,Male,['Engineer'],"['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",72,"{'Math': 90, 'Science': 78, 'English': 64, 'Social Science': 67, 'Computer Science': 93, 'Economics': 87, 'History': 80}","['Doctor', 'Teacher', 'Writer', 'Engineer', 'Entrepreneur']",0.46,T016,P0094,At Risk
S0095,Sean Taylor,12,3,Male,"['Teacher', 'Entrepreneur']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",71,"{'Math': 94, 'Science': 74, 'English': 92, 'Social Science': 76, 'Computer Science': 87, 'Economics': 87, 'History': 89}","['Teacher', 'Lawyer', 'Pilot', 'Scientist', 'Doctor']",0.49,T022,P0095,At Risk
S0096,Marc Smith,9,7,Female,"['Doctor', 'Pilot', 'Lawyer']","['History', 'Computer Science', 'Economics']","['Science', 'Social Science', 'Math', 'English']",86,"{'Math': 69, 'Science': 58, 'English': 92, 'Social Science': 85, 'Computer Science': 65, 'Economics': 88, 'History': 95}","['Teacher', 'Scientist', 'Data Scientist', 'Writer', 'Entrepreneur']",0.39,T019,P0096,At Risk
S0097,Ashley Taylor,9,4,Male,"['Entrepreneur', 'Scientist']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",85,"{'Math': 99, 'Science': 68, 'English': 81, 'Social Science': 87, 'Computer Science': 94, 'Economics': 85, 'History': 58}","['Data Scientist', 'Writer', 'Artist', 'Lawyer', 'Teacher']",0.99,T016,P0097,Normal
S0098,Vincent Davis,12,6,Male,"['Writer', 'Entrepreneur']","['English', 'Economics', 'History']","['Social Science', 'Math', 'Computer Science', 'Science']",54,"{'Math': 94, 'Science': 85, 'English': 67, 'Social Science': 70, 'Computer Science': 72, 'Economics': 90, 'History': 74}","['Lawyer', 'Teacher', 'Artist', 'Entrepreneur', 'Scientist']",0.59,T016,P0098,Normal
S0099,Dr. Anne Diaz,11,9,Female,"['Engineer', 'Writer']","['Social Science', 'English']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",99,"{'Math': 64, 'Science': 73, 'English': 57, 'Social Science': 73, 'Computer Science': 100, 'Economics': 60, 'History': 77}","['Pilot', 'Lawyer', 'Teacher', 'Engineer', 'Scientist']",0.85,T009,P0099,Normal
S0100,Jessica Kim,11,3,Male,"['Teacher', 'Artist', 'Writer']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",61,"{'Math': 88, 'Science': 69, 'English': 95, 'Social Science': 69, 'Computer Science': 58, 'Economics': 61, 'History': 81}","['Pilot', 'Engineer', 'Data Scientist', 'Doctor', 'Lawyer']",0.97,T006,P0100,Normal
S0101,Mr. Daniel Owens,12,8,Female,"['Artist', 'Lawyer', 'Entrepreneur']","['Economics', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",66,"{'Math': 60, 'Science': 96, 'English': 91, 'Social Science': 69, 'Computer Science': 89, 'Economics': 57, 'History': 66}","['Data Scientist', 'Doctor', 'Scientist', 'Pilot', 'Artist']",0.35,T024,P0101,At Risk
S0102,Frank Thomas,11,1,Male,"['Teacher', 'Engineer']","['English', 'Social Science']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",57,"{'Math': 96, 'Science': 89, 'English': 88, 'Social Science': 86, 'Computer Science': 63, 'Economics': 87, 'History': 84}","['Artist', 'Engineer', 'Entrepreneur', 'Writer', 'Pilot']",0.56,T009,P0102,Normal
S0103,Emily Adams,10,1,Female,"['Teacher', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",82,"{'Math': 95, 'Science': 80, 'English': 82, 'Social Science': 87, 'Computer Science': 75, 'Economics': 60, 'History': 80}","['Engineer', 'Data Scientist', 'Writer', 'Artist', 'Pilot']",0.94,T001,P0103,Normal
S0104,Louis Williams,11,7,Male,"['Lawyer', 'Entrepreneur']","['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",43,"{'Math': 91, 'Science': 55, 'English': 71, 'Social Science': 96, 'Computer Science': 78, 'Economics': 99, 'History': 70}","['Engineer', 'Pilot', 'Lawyer', 'Teacher', 'Artist']",0.74,T030,P0104,At Risk
S0105,Timothy Evans,11,2,Female,"['Teacher', 'Artist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",75,"{'Math': 85, 'Science': 64, 'English': 84, 'Social Science': 93, 'Computer Science': 78, 'Economics': 81, 'History': 99}","['Pilot', 'Writer', 'Artist', 'Scientist', 'Engineer']",0.74,T020,P0105,Normal
S0106,Andrew Hernandez,9,9,Female,"['Entrepreneur', 'Engineer', 'Writer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",60,"{'Math': 90, 'Science': 87, 'English': 67, 'Social Science': 91, 'Computer Science': 89, 'Economics': 64, 'History': 65}","['Writer', 'Pilot', 'Engineer', 'Entrepreneur', 'Teacher']",0.77,T016,P0106,Normal
S0107,Carlos Lam,9,9,Female,['Pilot'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",91,"{'Math': 81, 'Science': 84, 'English': 91, 'Social Science': 58, 'Computer Science': 90, 'Economics': 84, 'History': 98}","['Lawyer', 'Doctor', 'Scientist', 'Data Scientist', 'Writer']",0.79,T019,P0107,Normal
S0108,William Barnes,9,1,Female,"['Engineer', 'Writer']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",86,"{'Math': 85, 'Science': 57, 'English': 73, 'Social Science': 81, 'Computer Science': 66, 'Economics': 63, 'History': 96}","['Scientist', 'Entrepreneur', 'Teacher', 'Artist', 'Pilot']",0.5,T022,P0108,At Risk
S0109,Wendy Howard,10,6,Male,['Writer'],"['Computer Science', 'Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",67,"{'Math': 69, 'Science': 55, 'English': 56, 'Social Science': 74, 'Computer Science': 84, 'Economics': 98, 'History': 89}","['Writer', 'Scientist', 'Artist', 'Engineer', 'Pilot']",0.47,T009,P0109,At Risk
S0110,Kristina Hampton,10,2,Male,"['Scientist', 'Doctor', 'Artist']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",95,"{'Math': 61, 'Science': 93, 'English': 57, 'Social Science': 83, 'Computer Science': 93, 'Economics': 98, 'History': 100}","['Doctor', 'Artist', 'Teacher', 'Writer', 'Scientist']",0.39,T007,P0110,At Risk
S0111,Eric Estes,9,3,Female,['Teacher'],"['Computer Science', 'History']","['Math', 'Science', 'English', 'Social Science', 'Economics']",54,"{'Math': 98, 'Science': 75, 'English': 70, 'Social Science': 74, 'Computer Science': 64, 'Economics': 97, 'History': 88}","['Scientist', 'Lawyer', 'Writer', 'Doctor', 'Pilot']",0.95,T029,P0111,Normal
S0112,Rhonda Jones,10,7,Female,['Entrepreneur'],"['Economics', 'Social Science', 'Computer Science']","['Science', 'Math', 'History', 'English']",51,"{'Math': 75, 'Science': 99, 'English': 81, 'Social Science': 81, 'Computer Science': 64, 'Economics': 74, 'History': 79}","['Writer', 'Pilot', 'Artist', 'Scientist', 'Engineer']",0.44,T023,P0112,At Risk
S0113,Brandi White,10,8,Male,"['Scientist', 'Teacher', 'Data Scientist']","['Science', 'English']","['Math', 'Social Science', 'Computer Science', 'Economics', 'History']",74,"{'Math': 68, 'Science': 76, 'English': 96, 'Social Science': 60, 'Computer Science': 83, 'Economics': 78, 'History': 60}","['Artist', 'Doctor', 'Lawyer', 'Teacher', 'Entrepreneur']",0.68,T002,P0113,Normal
S0114,Kyle Park,9,4,Male,"['Artist', 'Entrepreneur']","['Math', 'Science']","['English', 'Social Science', 'Computer Science', 'Economics', 'History']",53,"{'Math': 67, 'Science': 62, 'English': 85, 'Social Science': 70, 'Computer Science': 99, 'Economics': 93, 'History': 100}","['Scientist', 'Artist', 'Entrepreneur', 'Teacher', 'Data Scientist']",0.5,T018,P0114,Normal
S0115,Jessica Gray,11,5,Female,"['Writer', 'Pilot']","['Math', 'Economics']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",76,"{'Math': 85, 'Science': 75, 'English': 68, 'Social Science': 78, 'Computer Science': 75, 'Economics': 81, 'History': 57}","['Artist', 'Data Scientist', 'Doctor', 'Writer', 'Lawyer']",0.94,T019,P0115,Normal
S0116,Tiffany Harding,12,5,Male,['Entrepreneur'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",56,"{'Math': 91, 'Science': 70, 'English': 86, 'Social Science': 90, 'Computer Science': 96, 'Economics': 98, 'History': 76}","['Pilot', 'Teacher', 'Writer', 'Engineer', 'Entrepreneur']",0.83,T006,P0116,Normal
S0117,Johnathan Everett,10,9,Female,['Writer'],"['Math', 'Computer Science', 'History']","['Science', 'Economics', 'Social Science', 'English']",54,"{'Math': 59, 'Science': 97, 'English': 58, 'Social Science': 55, 'Computer Science': 81, 'Economics': 63, 'History': 95}","['Engineer', 'Data Scientist', 'Doctor', 'Teacher', 'Lawyer']",0.56,T002,P0117,Normal
S0118,Monica Taylor,12,8,Male,['Writer'],"['Social Science', 'Math', 'Economics']","['Science', 'History', 'Computer Science', 'English']",83,"{'Math': 88, 'Science': 72, 'English': 89, 'Social Science': 73, 'Computer Science': 56, 'Economics': 87, 'History': 99}","['Scientist', 'Data Scientist', 'Engineer', 'Doctor', 'Lawyer']",0.32,T007,P0118,At Risk
S0119,Laurie Simmons,11,6,Female,"['Engineer', 'Entrepreneur']","['Social Science', 'Computer Science']","['Math', 'Science', 'English', 'Economics', 'History']",94,"{'Math': 70, 'Science': 99, 'English': 69, 'Social Science': 74, 'Computer Science': 98, 'Economics': 60, 'History': 96}","['Doctor', 'Engineer', 'Scientist', 'Artist', 'Pilot']",0.64,T002,P0119,Normal
S0120,Amanda Buck,9,3,Male,"['Scientist', 'Entrepreneur']","['History', 'Math', 'Computer Science']","['Science', 'Economics', 'Social Science', 'English']",42,"{'Math': 57, 'Science': 69, 'English': 68, 'Social Science': 99, 'Computer Science': 91, 'Economics': 85, 'History': 72}","['Engineer', 'Lawyer', 'Doctor', 'Teacher', 'Data Scientist']",0.21,T007,P0120,At Risk
S0121,Sara Miller,10,7,Male,"['Data Scientist', 'Artist']","['History', 'Social Science', 'Computer Science']","['Science', 'Economics', 'Math', 'English']",43,"{'Math': 76, 'Science': 79, 'English': 63, 'Social Science': 99, 'Computer Science': 60, 'Economics': 87, 'History': 77}","['Engineer', 'Scientist', 'Artist', 'Writer', 'Doctor']",0.47,T025,P0121,At Risk
S0122,Susan Dixon,12,6,Male,"['Lawyer', 'Pilot', 'Writer']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",64,"{'Math': 90, 'Science': 79, 'English': 82, 'Social Science': 66, 'Computer Science': 98, 'Economics': 92, 'History': 97}","['Engineer', 'Lawyer', 'Artist', 'Entrepreneur', 'Doctor']",0.26,T005,P0122,At Risk
S0123,Amanda Pearson,12,3,Female,"['Entrepreneur', 'Engineer']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",51,"{'Math': 74, 'Science': 83, 'English': 78, 'Social Science': 72, 'Computer Science': 61, 'Economics': 63, 'History': 60}","['Scientist', 'Pilot', 'Teacher', 'Doctor', 'Writer']",0.27,T018,P0123,At Risk
